Class,Subclass,SubclassCategory,Commands,Response,Label
Bike,Edge,Fuel,Any alerts regarding low fuel?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Where is the nearest gas station?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,How is my fuel efficiency?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Did I leave the fuel cap open?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Is there a fuel leak alert?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,What's the average cost per gallon?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Can you estimate the distance to the next gas station?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,When is the next scheduled refueling?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Is there a preferred fuel type for my vehicle?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,What's the trend in my fuel consumption?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Any tips for improving fuel efficiency?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Did I forget to turn off the engine?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,How often should I check the fuel level?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Is there a preferred time for refueling?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Can you suggest fuel-saving driving habits?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Any discounts available at nearby gas stations?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,How does my current fuel level compare to the average?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,What's the recommended fuel for my vehicle model?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Should I consider a fuel system check?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Any maintenance tips to optimize fuel performance?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,How much did I spend on fuel this month?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Can you remind me to refuel when the level is low?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Is the fuel tank properly sealed?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,What's the historical trend in my fuel expenses?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Check battery charge.,Processing your fuel related command please wait,1
Bike,Edge,Fuel,What's the current battery status?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,How much charge is remaining in the battery?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Is the battery fully charged?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Check battery health.,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Is the battery in good condition?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,What's the battery temperature?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,How efficient is the battery usage?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Check battery voltage.,Processing your fuel related command please wait,1
Bike,Edge,Fuel,What's the voltage of the battery?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Is there any battery degradation?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,How long can I ride with the current battery charge?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Any alerts about low battery?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,What's the average energy consumption?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Are there any tips to improve battery life?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Check battery efficiency.,Processing your fuel related command please wait,1
Bike,Edge,Fuel,How often should I monitor the battery?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Is there a recommended charging schedule?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Any recommendations for extending battery lifespan?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,What's the historical trend in battery usage?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Can you provide details on the battery's charging history?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,How quickly does the battery drain?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,What's the estimated range based on the current battery charge?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Is there a feature to optimize battery usage?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Any suggestions for preserving battery health during storage?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Can I set up notifications for low battery levels?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,How does temperature affect battery performance?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Is there a way to remotely monitor battery status?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Can you recommend a charging schedule for optimal performance?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,What's the average lifespan of the battery?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Are there any software updates to improve battery efficiency?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Can I track energy consumption over time?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,How does battery performance vary in different riding conditions?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Is there a feature to automatically adjust power usage based on riding habits?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Can I view real-time battery usage metrics?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Are there any eco-friendly charging options available?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,What's the best practice for storing the battery when not in use?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Can I receive alerts for abnormal battery behavior?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Is there a feature to optimize charging based on electricity rates?,Processing your fuel related command please wait,1
Bike,Edge,Fuel,Can I set up reminders for regular battery maintenance?,Processing your fuel related command please wait,1
Bike,Edge,Tires,Check the current Tire Pressure,I'll check the tire pressure for you.,1
Bike,Edge,Tires,Inflate Tires,I'll inflate the tires to the recommended pressure.,1
Bike,Edge,Tires,Deflate Tires,I'll deflate the tires if necessary.,1
Bike,Edge,Tires,Rotate Tires,I'll rotate the tires to ensure even wear.,1
Bike,Edge,Tires,Align Tires,I'll check and adjust the tire alignment.,1
Bike,Edge,Tires,Check Tread Depth,I'll measure the tread depth of the tires.,1
Bike,Edge,Tires,Inspect Tire Condition,I'll examine the overall condition of the tires.,1
Bike,Edge,Tires,Change Tires,I'll replace the tires if needed.,1
Bike,Edge,Tires,Balance Tires,I'll balance the tires for smooth operation.,1
Bike,Edge,Tires,Check Tire Temperature,I'll monitor the tire temperature for any anomalies.,1
Bike,Edge,Tires,Check Tire Wear,I'll inspect the tires for signs of wear.,1
Bike,Edge,Tires,Monitor Tire Health,I'll keep an eye on the overall health of the tires.,1
Bike,Edge,Tires,Install Winter Tires,I'll install winter tires if required for colder weather.,1
Bike,Edge,Tires,Swap Front and Rear Tires,I'll swap the front and rear tires for even wear.,1
Bike,Edge,Tires,Check Spare Tire Condition,I'll inspect the spare tire to ensure it's in good condition.,1
Bike,Edge,Tires,Assess Tire Damage,I'll assess any damage to the tires.,1
Bike,Edge,Tires,Adjust Tire Position,I'll adjust the tire position as needed.,1
Bike,Edge,Tires,Install Tubeless Tires,I'll install tubeless tires if required.,1
Bike,Edge,Tires,Inspect Valve Stems,I'll inspect the valve stems for any issues.,1
Bike,Edge,Tires,Verify Tire Size,I'll verify that the tires match the correct size.,1
Bike,Edge,Tires,Check for Punctures,I'll check for any punctures in the tires.,1
Bike,Edge,Tires,Evaluate Tire Traction,I'll evaluate the traction of the tires.,1
Bike,Edge,Tires,Assess Tire Age,I'll assess the age of the tires for replacement.,1
Bike,Edge,Tires,Verify Tire Manufacturer,I'll confirm the manufacturer of the tires.,1
Bike,Edge,Tires,Inspect Tire Sidewalls,I'll inspect the sidewalls of the tires for damage.,1
Bike,Edge,Tires,Check Tire Load Capacity,I'll verify the load capacity of the tires.,1
Bike,Edge,Tires,Inspect Tire Rim Condition,I'll inspect the condition of the tire rims.,1
Bike,Edge,Tires,Assess Tire Tread Pattern,I'll assess the tread pattern for optimal performance.,1
Bike,Edge,Tires,Verify Recommended Tire Pressure,I'll provide you with the recommended tire pressure.,1
Bike,Edge,Tires,Install Run-Flat Tires,I'll install run-flat tires if needed.,1
Bike,Edge,Tires,How is the tire pressure?,The tire pressure is within the recommended range.,1
Bike,Edge,Tires,Are all the tires properly inflated?,"Yes, all tires are properly inflated.",1
Bike,Edge,Tires,Can you check if there are any punctures in the tires?,There are no punctures found in the tires.,1
Bike,Edge,Tires,When was the last time the tire pressure was checked?,The tire pressure was last checked [date].,1
Bike,Edge,Tires,Are the tires in good condition?,"Yes, the tires are in good condition.",1
Bike,Edge,Tires,Have the tires been rotated recently?,"Yes, the tires have been rotated recently.",1
Bike,Edge,Tires,Is there any abnormal wear on the tires?,"No, there is no abnormal wear on the tires.",1
Bike,Edge,Tires,Are the tire treads still in good shape?,"Yes, the tire treads are in good shape.",1
Bike,Edge,Tires,Can you verify the tire alignment?,The tire alignment is within specifications.,1
Bike,Edge,Tires,Do I need to consider replacing any of the tires?,"No, all tires are in good condition and don't need replacement.",1
Bike,Edge,Tires,Are the tires suitable for the current weather conditions?,"Yes, the tires are suitable for the current weather conditions.",1
Bike,Edge,Tires,Have the tires been balanced recently?,"Yes, the tires have been balanced recently.",1
Bike,Edge,Tires,"Is there a spare tire, and is it in good condition?","Yes, there is a spare tire and it's in good condition.",1
Bike,Edge,Tires,When was the last time the tire pressure warning light came on?,The tire pressure warning light last came on [date].,1
Bike,Edge,Tires,Can you provide information on the tire warranty?,The tire warranty provides coverage for [details].,1
Bike,Edge,Tires,Are the tires compatible with the vehicle specifications?,"Yes, the tires are compatible with the vehicle specifications.",1
Bike,Edge,Tires,Are there any upcoming tire maintenance tasks?,No upcoming tire maintenance tasks are scheduled.,1
Bike,Edge,Tires,What is the recommended tire pressure for my vehicle?,The recommended tire pressure for your vehicle is [pressure].,1
Bike,Edge,Tires,How often should I check the tire pressure?,It's recommended to check the tire pressure once a month.,1
Bike,Edge,Tires,Do I need winter tires for colder weather?,Winter tires are recommended for colder weather conditions.,1
Bike,Edge,Tires,Are there any tire-related alerts or messages on the dashboard?,"No, there are no tire-related alerts on the dashboard.",1
Bike,Edge,Tires,Can you recommend a reliable tire service center?,[Recommendation] is a reliable tire service center.,1
Bike,Edge,Tires,Is there a tire rotation schedule I should follow?,"Yes, tire rotation is recommended every 6,000 to 8,000 miles.",1
Bike,Edge,Tires,Are the tires suitable for off-road driving?,"Yes, the tires are suitable for off-road driving.",1
Bike,Edge,Tires,Do I need to replace all tires simultaneously?,It depends on the condition of the tires. I'll assess whether they need to be replaced together or individually.,1
Bike,Edge,Tires,Can you check the tire tread depth for me?,I'll measure the tire tread depth for you.,1
Bike,Edge,Tires,What type of tires are currently installed on the vehicle?,[Type of tires] are currently installed on the vehicle.,1
Bike,Edge,Tires,Is there a specific brand of tires recommended for this vehicle?,[Recommended brand] is a suitable choice for this vehicle.,1
Bike,Edge,Tires,How do I know if my tires need balancing?,Uneven wear or vibrations while driving can indicate the need for tire balancing.,1
Bike,Edge,Tires,Can you provide tips for maintaining optimal tire health?,"Sure! Regularly check tire pressure, rotate tires, ensure proper alignment, and avoid overloading the vehicle. Drive cautiously to minimize tire wear.",1
Bike,Edge,Tires,Monitor tire tread depth,I'll monitor the tread depth of the tires.,1
Bike,Edge,Tires,Assess tire wear and tear,I'll assess the wear and tear on the tires.,1
Bike,Edge,Tires,Check tire alignment,I'll check and adjust the tire alignment.,1
Bike,Edge,Tires,Verify tire rotation status,I'll verify the status of tire rotation.,1
Bike,Edge,Tires,Evaluate tire condition,I'll evaluate the overall condition of the tires.,1
Bike,Edge,Tires,Monitor tire balance,I'll monitor the balance of the tires.,1
Bike,Edge,Tires,Assess tire inflation level,I'll assess the inflation level of the tires.,1
Bike,Edge,Tires,Verify tire puncture status,I'll verify the puncture status of the tires.,1
Bike,Edge,Tires,Check tire sidewall cracks,I'll check for cracks on the tire sidewalls.,1
Bike,Edge,Tires,Assess tire grip and traction,I'll assess the grip and traction of the tires.,1
Bike,Edge,Tires,Monitor tire valve condition,I'll monitor the condition of the tire valves.,1
Bike,Edge,Tires,Verify tire load capacity,I'll verify the load capacity of the tires.,1
Bike,Edge,Tires,Check tire age and lifespan,I'll check the age and lifespan of the tires.,1
Bike,Edge,Tires,Inspect tire for debris,I'll inspect the tires for any debris.,1
Bike,Edge,Tires,Monitor tire for bulges or bubbles,I'll monitor the tires for bulges or bubbles.,1
Bike,Edge,Tires,Assess tire for uneven wear patterns,I'll assess the tires for uneven wear patterns.,1
Bike,Edge,Tires,Check tire for signs of dry rot,I'll check for signs of dry rot on the tires.,1
Bike,Edge,Tires,Evaluate tire pressure sensors,I'll evaluate the pressure sensors of the tires.,1
Bike,Edge,Tires,Check tire temperature sensors,I'll check the temperature sensors of the tires.,1
Bike,Edge,Tires,Verify tire condition indicators,I'll verify the condition indicators of the tires.,1
Bike,Edge,Tires,Assess tire sidewall integrity,I'll assess the integrity of the tire sidewalls.,1
Bike,Edge,Tires,Monitor tire wear indicators,I'll monitor the wear indicators of the tires.,1
Bike,Edge,Tires,Evaluate tire traction control,I'll evaluate the traction control of the tires.,1
Bike,Edge,Tires,Check tire pressure monitoring system (TPMS),I'll check the tire pressure monitoring system.,1
Bike,Edge,Tires,Assess tire air leakage detection,I'll assess the air leakage detection of the tires.,1
Bike,Edge,Tires,Verify tire speed rating,I'll verify the speed rating of the tires.,1
Bike,Edge,Tires,Monitor tire load index,I'll monitor the load index of the tires.,1
Bike,Edge,Tires,Evaluate tire puncture detection system,I'll evaluate the puncture detection system of the tires.,1
Bike,Edge,Tires,Check tire pressure warning system,I'll check the tire pressure warning system.,1
Bike,Edge,Tires,Assess tire treadwear rating,I'll assess the treadwear rating of the tires.,1
Bike,Edge,Tires,Verify tire sidewall markings,I'll verify the sidewall markings of the tires.,1
Bike,Edge,Tires,Monitor tire rolling resistance,I'll monitor the rolling resistance of the tires.,1
Bike,Edge,Tires,Check tire inflation pressure warning,I'll check the inflation pressure warning of the tires.,1
Bike,Edge,Tires,Assess tire grip on different road surfaces,I'll assess the grip of the tires on different road surfaces.,1
Bike,Edge,Tires,Verify tire size and specifications,I'll verify the size and specifications of the tires.,1
